,CreationDate,Scenery,Test,Source,Customer,Customer_ID,EndpointName,EndpointId,Group,Region,Location,AssetName,AssetTypeName,AssetPlayCount,DateHour,UniqueVisitorId,VenueDwell,Impressions,ImpMale,ImpFemale,Under_18,Age18,Age25,Age35,Age45,Age55,Age65,Happy,Sad,Anger,Surprise,Neutral,Views,AdExposure,DateLastUpdated
0,2022-09-08,Scenery 1,Test 1,Linux,Winkle,C2,EP172,EP172,Mexico,Mexico,Coahuila de Zaragoza,Adversiting5,Image,1,2022-09-06 21:13:50,1b6ee7ca-2faa-11ed-a9f1-d4619d14ead6,330.79576730408405,8,0.9326787724444943,0.06732122755550574,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,8,96.31554075788043,2022-09-06 21:19:20.795767
1,2022-09-08,Scenery 1,Test 1,Windows,Winkle,C2,EP136,EP136,Mexico,Mexico,Tabasco,Adversiting0,Image,4,2022-09-06 19:27:15,1b6ee87e-2faa-11ed-a9f1-d4619d14ead6,503.28965326607545,5,0.062416882240354354,0.9375831177596456,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0,1,61.46330026345205,2022-09-06 19:35:38.289653
2,2022-09-08,Scenery 1,Test 1,Linux,ABinBev,C1,EP401,EP401,Mexico,Mexico,Coahuila de Zaragoza,Adversiting2,Video,0,2022-09-05 22:01:35,1b6ee8a6-2faa-11ed-a9f1-d4619d14ead6,639.5318235260279,9,0.8264047385694501,0.17359526143054993,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.5,0.0,0.0,0.5,0,99.05661229527963,2022-09-05 22:12:14.531824
3,2022-09-08,Scenery 1,Test 1,Windows,ABinBev,C2,EP14,EP14,Mexico,Mexico,Tabasco,Adversiting0,Video,9,2022-09-03 14:50:22,1b6ee8ce-2faa-11ed-a9f1-d4619d14ead6,107.75050375401976,9,0.7770496688688142,0.22295033113118579,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,10,86.35752554807448,2022-09-03 14:52:09.750504
4,2022-09-08,Scenery 1,Test 1,Windows,Winkle,C1,EP256,EP256,Mexico,Mexico,Tabasco,Adversiting8,Video,5,2022-09-03 11:55:46,1b6ee8e2-2faa-11ed-a9f1-d4619d14ead6,230.6577461123392,6,0.2927976892240336,0.7072023107759664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,111.53858179272348,2022-09-03 11:59:36.657746
5,2022-09-08,Scenery 1,Test 1,Linux,ABinBev,C2,EP116,EP116,Mexico,Mexico,Yucatán,Adversiting3,Video,5,2022-09-06 14:16:40,1b6ee900-2faa-11ed-a9f1-d4619d14ead6,69.66758231555276,7,0.7098661311354729,0.2901338688645271,0.0,0.25,0.25,0.25,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,8,58.6520174142834,2022-09-06 14:17:49.667582
6,2022-09-08,Scenery 1,Test 1,Linux,Winkle,C1,EP441,EP441,Mexico,Mexico,Distrito Federal,Adversiting5,Image,7,2022-09-04 11:34:59,1b6ee91e-2faa-11ed-a9f1-d4619d14ead6,575.994102731672,2,0.37075819945143207,0.6292418005485679,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.5,0,105.87696991025163,2022-09-04 11:44:34.994103
7,2022-09-08,Scenery 1,Test 1,Linux,ABinBev,C2,EP301,EP301,Mexico,Mexico,Colima,Adversiting4,Video,5,2022-09-06 20:42:28,1b6ee932-2faa-11ed-a9f1-d4619d14ead6,635.5217180621039,4,0.7368218601606639,0.26317813983933613,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0,40.605421372659414,2022-09-06 20:53:03.521718
8,2022-09-08,Scenery 1,Test 1,Linux,ABinBev,C2,EP380,EP380,Mexico,Mexico,Distrito Federal,Adversiting3,Image,7,2022-09-04 20:42:21,1b6ee950-2faa-11ed-a9f1-d4619d14ead6,303.5646408558599,9,0.6830936505371004,0.31690634946289964,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.5,0.5,0.0,0.0,0.0,1,88.30023945257433,2022-09-04 20:47:24.564641
9,2022-09-08,Scenery 1,Test 1,Linux,ABinBev,C1,EP161,EP161,Mexico,Mexico,Baja California Sur,Adversiting5,Video,9,2022-09-05 16:51:54,1b6ee96e-2faa-11ed-a9f1-d4619d14ead6,136.59745072258556,5,0.02725778137685919,0.9727422186231408,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1,104.39172339032808,2022-09-05 16:54:10.597451
10,2022-09-08,Scenery 1,Test 1,Linux,ABinBev,C2,EP289,EP289,Mexico,Mexico,Oaxaca,Adversiting6,Video,7,2022-09-05 17:12:05,1b6ee982-2faa-11ed-a9f1-d4619d14ead6,688.3616338190108,0,0.6926032633653109,0.30739673663468914,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,3,95.4891467821586,2022-09-05 17:23:33.361634
11,2022-09-08,Scenery 1,Test 1,Windows,Winkle,C2,EP260,EP260,Mexico,Mexico,Yucatán,Adversiting2,Video,9,2022-09-08 13:20:34,1b6ee9a0-2faa-11ed-a9f1-d4619d14ead6,834.3382425636662,2,0.2074612911657877,0.7925387088342123,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,9.502352196544571,2022-09-08 13:34:28.338243
12,2022-09-08,Scenery 1,Test 1,Windows,Winkle,C1,EP189,EP189,Mexico,Mexico,Campeche,Adversiting5,Video,7,2022-09-07 15:55:06,1b6ee9be-2faa-11ed-a9f1-d4619d14ead6,653.8645072980361,9,0.47921705685581584,0.5207829431441842,0.2,0.2,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,8,128.25650672594506,2022-09-07 16:05:59.864507
13,2022-09-08,Scenery 1,Test 1,Windows,Winkle,C1,EP311,EP311,Mexico,Mexico,Morelos,Adversiting7,Video,8,2022-09-07 15:18:26,1b6ee9dc-2faa-11ed-a9f1-d4619d14ead6,393.86874798960514,8,0.09016323088418388,0.9098367691158161,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5,0.0,0.5,0.0,0.0,8,138.55254082913754,2022-09-07 15:24:59.868748
14,2022-09-08,Scenery 1,Test 1,Windows,Winkle,C1,EP209,EP209,Mexico,Mexico,Guanajuato,Adversiting6,Image,1,2022-09-06 04:52:58,1b6ee9fa-2faa-11ed-a9f1-d4619d14ead6,192.27623819007587,6,0.7482064008830291,0.25179359911697086,0.2,0.0,0.2,0.2,0.2,0.0,0.2,1.0,0.0,0.0,0.0,0.0,8,81.86133289343093,2022-09-06 04:56:10.276238
15,2022-09-08,Scenery 1,Test 1,Windows,Winkle,C1,EP56,EP56,Mexico,Mexico,Guerrero,Adversiting7,Video,2,2022-09-04 15:03:56,1b6eea0e-2faa-11ed-a9f1-d4619d14ead6,471.4350037973005,10,0.39981157558068847,0.6001884244193115,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.5,9,23.570463538513845,2022-09-04 15:11:47.435004
16,2022-09-08,Scenery 1,Test 1,Linux,ABinBev,C1,EP312,EP312,Mexico,Mexico,Veracruz de Ignacio de la Llave,Adversiting2,Image,0,2022-09-01 18:19:43,1b6eea2c-2faa-11ed-a9f1-d4619d14ead6,469.0415894931236,7,0.6909936504695523,0.3090063495304477,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.25,0.25,0.25,0.0,0.25,10,140.58121741624302,2022-09-01 18:27:32.041589
17,2022-09-08,Scenery 1,Test 1,Windows,ABinBev,C2,EP224,EP224,Mexico,Mexico,Durango,Adversiting0,Video,10,2022-09-03 09:42:12,1b6eea4a-2faa-11ed-a9f1-d4619d14ead6,404.0753494821173,5,0.2334154064454962,0.7665845935545038,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,109.32851958832416,2022-09-03 09:48:56.075349
18,2022-09-08,Scenery 1,Test 1,Windows,Winkle,C2,EP13,EP13,Mexico,Mexico,Tlaxcala,Adversiting2,Image,2,2022-09-04 09:35:35,1b6eea5e-2faa-11ed-a9f1-d4619d14ead6,355.970153930297,10,0.5987761909788548,0.4012238090211452,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,2,78.44402170660874,2022-09-04 09:41:30.970154
